"","MAG","strategy_broad","time","base","mean_lfc","se_lfc"
"528","12C18O_168h_100_P08_coass_bin.1","Middle Responders",48,8.82521725451322,3.26029875677927,NA
"529","12C18O_168h_100_P08_coass_bin.1","Middle Responders",72,8.82521725451322,2.73938654373492,NA
"530","12C18O_168h_100_P08_coass_bin.1","Middle Responders",168,8.82521725451322,2.57182245489986,NA
"531","12C18O_168h_100_P08_coass_bin.8","Early Responders",3,16.1669506076004,4.4383726859274,NA
"532","12C18O_168h_100_P08_coass_bin.8","Early Responders",24,16.1669506076004,2.34978378646682,NA
"533","12C18O_168h_100_P08_coass_bin.8","Early Responders",48,16.1669506076004,1.14371108682171,NA
"534","12C18O_168h_100_P08_coass_bin.8","Early Responders",72,16.1669506076004,-0.751499358900784,NA
"535","12C18O_168h_100_P08_coass_bin.8","Early Responders",168,16.1669506076004,0.797672408788494,NA
"536","12C18O_168h_100_P14_coass_bin.30","Middle Responders",3,9.88218988960984,-2.0646360580131,1.89677344530577
"537","12C18O_168h_100_P14_coass_bin.30","Middle Responders",24,9.88218988960984,0.565369710477498,0.581126414570256
"538","12C18O_168h_100_P14_coass_bin.30","Middle Responders",48,9.88218988960984,0.913810350761763,0.291822311170358
"539","12C18O_168h_100_P14_coass_bin.30","Middle Responders",72,9.88218988960984,0.845931287093047,0.528612205243125
"540","12C18O_168h_100_P14_coass_bin.30","Middle Responders",168,9.88218988960984,0.692137432146041,0.423249802404795
"541","12C18O_168h_100_P16_coass_bin.4","Middle Responders",3,16.1991703891749,3.98607779400343,0.551910632317436
"542","12C18O_168h_100_P16_coass_bin.4","Middle Responders",24,16.1991703891749,1.02829067982426,0.641574701193028
"543","12C18O_168h_100_P16_coass_bin.4","Middle Responders",48,16.1991703891749,0.478040250143609,0.649703988320871
"544","12C18O_168h_100_P16_coass_bin.4","Middle Responders",72,16.1991703891749,-0.387901443170391,0.813019492462456
"545","12C18O_168h_100_P16_coass_bin.4","Middle Responders",168,16.1991703891749,-0.420982139950889,0.986252967439065
"546","12C18O_168h_50_P09_coass_bin.11","Middle Responders",3,5.42464653425822,-3.06701635756928,NA
"547","12C18O_168h_50_P09_coass_bin.11","Middle Responders",24,5.42464653425822,2.01057336622045,NA
"548","12C18O_168h_50_P09_coass_bin.11","Middle Responders",48,5.42464653425822,2.7877371016315,NA
"549","12C18O_168h_50_P09_coass_bin.11","Middle Responders",72,5.42464653425822,2.05090918912269,NA
"550","12C18O_168h_50_P09_coass_bin.11","Middle Responders",168,5.42464653425822,1.66415794832478,NA
"551","12C18O_168h_50_P09_coass_bin.15","Middle Responders",3,9.19481071796141,1.63416196550778,NA
"552","12C18O_168h_50_P09_coass_bin.15","Middle Responders",24,9.19481071796141,1.44223946416614,NA
"553","12C18O_168h_50_P09_coass_bin.15","Middle Responders",48,9.19481071796141,1.21198797297375,NA
"554","12C18O_168h_50_P09_coass_bin.15","Middle Responders",72,9.19481071796141,-0.268456177114041,NA
"555","12C18O_168h_50_P09_coass_bin.15","Middle Responders",168,9.19481071796141,0.622867857601468,NA
"556","12C18O_168h_50_P09_coass_bin.21","Middle Responders",3,15.8671416089772,2.4517693190378,0.672325975303262
"557","12C18O_168h_50_P09_coass_bin.21","Middle Responders",24,15.8671416089772,3.79488044792078,0.632749603214287
"558","12C18O_168h_50_P09_coass_bin.21","Middle Responders",48,15.8671416089772,3.85310679443337,0.660293810681395
"559","12C18O_168h_50_P09_coass_bin.21","Middle Responders",72,15.8671416089772,2.92115891010449,0.739612329945762
"560","12C18O_168h_50_P09_coass_bin.21","Middle Responders",168,15.8671416089772,2.81717968477482,0.731559668972037
"561","12C18O_168h_50_P09_coass_bin.25",NA,3,93.2636271114904,3.05423211256913,0.634907522319887
"562","12C18O_168h_50_P09_coass_bin.25",NA,24,93.2636271114904,2.25877336293434,1.17584801868132
"563","12C18O_168h_50_P09_coass_bin.25",NA,48,93.2636271114904,1.71705271699577,1.96536921936649
"564","12C18O_168h_50_P09_coass_bin.25",NA,72,93.2636271114904,0.930581692964442,1.79379593258679
"565","12C18O_168h_50_P09_coass_bin.25",NA,168,93.2636271114904,0.73014344191098,1.63460374160047
"566","12C18O_168h_50_P09_coass_bin.3",NA,3,5.22457270878857,1.69904165728416,NA
"567","12C18O_168h_50_P09_coass_bin.3",NA,24,5.22457270878857,3.37274206707411,NA
"568","12C18O_168h_50_P09_coass_bin.3",NA,48,5.22457270878857,2.84807075721769,NA
"569","12C18O_168h_50_P09_coass_bin.3",NA,72,5.22457270878857,2.65457564137874,NA
"570","12C18O_168h_50_P09_coass_bin.3",NA,168,5.22457270878857,3.59318273139508,NA
"571","12C18O_168h_50_P10_coass_bin.11","Middle Responders",3,5.23483917878336,4.43618582055786,NA
"572","12C18O_168h_50_P10_coass_bin.11","Middle Responders",24,5.23483917878336,0.88319166505571,NA
"573","12C18O_168h_50_P10_coass_bin.11","Middle Responders",48,5.23483917878336,0.279341951205314,NA
"574","12C18O_168h_50_P10_coass_bin.11","Middle Responders",72,5.23483917878336,-0.00216007798399615,NA
"575","12C18O_168h_50_P10_coass_bin.11","Middle Responders",168,5.23483917878336,-1.35396482445816,NA
"576","12C18O_168h_50_P10_coass_bin.26",NA,3,6.74200292029454,0.55847681542048,0.350870714714848
"577","12C18O_168h_50_P10_coass_bin.26",NA,24,6.74200292029454,2.14339340282632,0.33054099754608
"578","12C18O_168h_50_P10_coass_bin.26",NA,48,6.74200292029454,3.58469191510337,0.1828080154222
"579","12C18O_168h_50_P10_coass_bin.26",NA,72,6.74200292029454,2.60188770530547,0.284860716019085
"580","12C18O_168h_50_P10_coass_bin.26",NA,168,6.74200292029454,3.01192353419026,0.992331185703235
"581","12C18O_168h_50_P10_coass_bin.6","Middle Responders",3,20.4700943701111,3.5536104925047,NA
"582","12C18O_168h_50_P10_coass_bin.6","Middle Responders",24,20.4700943701111,1.48865881114763,NA
"583","12C18O_168h_50_P10_coass_bin.6","Middle Responders",48,20.4700943701111,0.708241916134815,NA
"584","12C18O_168h_50_P10_coass_bin.6","Middle Responders",72,20.4700943701111,0.125991402255997,NA
"585","12C18O_168h_50_P10_coass_bin.6","Middle Responders",168,20.4700943701111,-4.42516956162992,NA
"586","12C18O_168h_50_P10_coass_bin.8","Early Responders",3,14.2266347630612,0.885199404131169,NA
"587","12C18O_168h_50_P10_coass_bin.8","Early Responders",24,14.2266347630612,0.775024382139834,NA
"588","12C18O_168h_50_P10_coass_bin.8","Early Responders",48,14.2266347630612,0.518014799751577,NA
"589","12C18O_168h_50_P10_coass_bin.8","Early Responders",72,14.2266347630612,0.130686568109936,NA
"590","12C18O_168h_50_P10_coass_bin.8","Early Responders",168,14.2266347630612,-1.49031265496514,NA
"591","12C18O_168h_50_P13_coass_bin.12","Middle Responders",3,13.2000769158854,1.07598418982082,0.570787298099842
"592","12C18O_168h_50_P13_coass_bin.12","Middle Responders",24,13.2000769158854,2.24208987153413,0.471381726189827
"593","12C18O_168h_50_P13_coass_bin.12","Middle Responders",48,13.2000769158854,2.14390201031775,0.652735968247854
"594","12C18O_168h_50_P13_coass_bin.12","Middle Responders",72,13.2000769158854,1.78632490820947,0.964711778203205
"595","12C18O_168h_50_P13_coass_bin.12","Middle Responders",168,13.2000769158854,1.65772401886078,0.760401020820944
"596","12C18O_168h_50_P13_coass_bin.18","Middle Responders",3,13.0099954250278,3.04597887072872,1.1338586091574
"597","12C18O_168h_50_P13_coass_bin.18","Middle Responders",24,13.0099954250278,3.74335550713282,0.132198536887285
"598","12C18O_168h_50_P13_coass_bin.18","Middle Responders",48,13.0099954250278,3.60526042720614,0.30555212059214
"599","12C18O_168h_50_P13_coass_bin.18","Middle Responders",72,13.0099954250278,3.97680013283092,0.751069409001185
"600","12C18O_168h_50_P13_coass_bin.18","Middle Responders",168,13.0099954250278,3.43900157777276,0.790015399228935
"601","12C18O_168h_50_P13_coass_bin.24","Late Responders",3,11.1980789146337,1.51236073778108,0.199034228687015
"602","12C18O_168h_50_P13_coass_bin.24","Late Responders",24,11.1980789146337,2.8381756542223,0.49632422617233
"603","12C18O_168h_50_P13_coass_bin.24","Late Responders",48,11.1980789146337,4.02836088464529,0.46497125293392
"604","12C18O_168h_50_P13_coass_bin.24","Late Responders",72,11.1980789146337,4.21485852901207,0.091663323121415
"605","12C18O_168h_50_P13_coass_bin.24","Late Responders",168,11.1980789146337,3.3950340018972,0.0517407894173949
"606","12C18O_168h_50_P13_coass_bin.28","Middle Responders",3,7.91230564789218,4.74386060618647,0.177879906472735
"607","12C18O_168h_50_P13_coass_bin.28","Middle Responders",24,7.91230564789218,2.3656963141123,0.0503098265418198
"608","12C18O_168h_50_P13_coass_bin.28","Middle Responders",48,7.91230564789218,1.39262245975784,0.0982339802666851
"609","12C18O_168h_50_P13_coass_bin.28","Middle Responders",72,7.91230564789218,-1.46472413292837,0.501876230494842
"610","12C18O_168h_50_P13_coass_bin.28","Middle Responders",168,7.91230564789218,1.46546973517023,0.767353452472828
"611","12C18O_168h_50_P13_coass_bin.4","Middle Responders",3,131.021888398095,0.80295160595906,1.9380753688777
"612","12C18O_168h_50_P13_coass_bin.4","Middle Responders",24,131.021888398095,2.33188926199679,0.441505679466236
"613","12C18O_168h_50_P13_coass_bin.4","Middle Responders",48,131.021888398095,1.91141120237867,0.605003511736856
"614","12C18O_168h_50_P13_coass_bin.4","Middle Responders",72,131.021888398095,1.8221520717504,0.680270354580353
"615","12C18O_168h_50_P13_coass_bin.4","Middle Responders",168,131.021888398095,0.368344304458177,0.913221588752952
"616","12C18O_168h_50_P13_coass_bin.5","Early Responders",3,33.1479608896561,4.29012722813579,0.19144765101077
"617","12C18O_168h_50_P13_coass_bin.5","Early Responders",24,33.1479608896561,1.26092845387196,0.185697920452285
"618","12C18O_168h_50_P13_coass_bin.5","Early Responders",48,33.1479608896561,-0.179334409365762,0.267577329082029
"619","12C18O_168h_50_P13_coass_bin.5","Early Responders",72,33.1479608896561,-0.7038751943291,0.250372961939442
"620","12C18O_168h_50_P13_coass_bin.5","Early Responders",168,33.1479608896561,-1.51463425000392,0.242601501912571
"621","12C18O_24h_100_P08_coass_bin.10",NA,3,11.1775052461192,2.01267406254093,NA
"622","12C18O_24h_100_P08_coass_bin.10",NA,24,11.1775052461192,4.2157915642128,NA
"623","12C18O_24h_100_P08_coass_bin.10",NA,48,11.1775052461192,4.37068388967747,NA
"624","12C18O_24h_100_P08_coass_bin.10",NA,72,11.1775052461192,3.89436925917337,NA
"625","12C18O_24h_100_P08_coass_bin.10",NA,168,11.1775052461192,2.59365531756582,NA
"626","12C18O_24h_100_P08_coass_bin.27","Late Responders",3,5.55293712486726,0.324305229748231,NA
"627","12C18O_24h_100_P08_coass_bin.27","Late Responders",24,5.55293712486726,0.907083702416016,NA
"628","12C18O_24h_100_P08_coass_bin.27","Late Responders",48,5.55293712486726,2.07566852572303,NA
"629","12C18O_24h_100_P08_coass_bin.27","Late Responders",72,5.55293712486726,1.38624078522258,NA
"630","12C18O_24h_100_P08_coass_bin.27","Late Responders",168,5.55293712486726,-0.293391288374411,NA
"631","12C18O_24h_100_P08_coass_bin.28","Middle Responders",3,8.01175408892787,2.23953595997002,NA
"632","12C18O_24h_100_P08_coass_bin.28","Middle Responders",24,8.01175408892787,3.15898963988825,NA
"633","12C18O_24h_100_P08_coass_bin.28","Middle Responders",48,8.01175408892787,3.385444523294,NA
"634","12C18O_24h_100_P08_coass_bin.28","Middle Responders",72,8.01175408892787,3.37898871245033,NA
"635","12C18O_24h_100_P08_coass_bin.28","Middle Responders",168,8.01175408892787,3.09924519726148,NA
"636","12C18O_24h_100_P08_coass_bin.29","Early Responders",3,15.8175266424464,4.22557163553528,0.348381260445002
"637","12C18O_24h_100_P08_coass_bin.29","Early Responders",24,15.8175266424464,1.83981785601846,0.401997884160039
"638","12C18O_24h_100_P08_coass_bin.29","Early Responders",48,15.8175266424464,0.717756791518906,0.450673553600606
"639","12C18O_24h_100_P08_coass_bin.29","Early Responders",72,15.8175266424464,0.611929105161027,0.433559531646061
"640","12C18O_24h_100_P08_coass_bin.29","Early Responders",168,15.8175266424464,0.185124185586526,0.461165113517494
"641","12C18O_24h_100_P14_coass_bin.33","Early Responders",3,6.99919584622662,3.48638179765867,0.76839546897929
"642","12C18O_24h_100_P14_coass_bin.33","Early Responders",24,6.99919584622662,2.53296380742078,0.250032870222868
"643","12C18O_24h_100_P14_coass_bin.33","Early Responders",48,6.99919584622662,2.19113419281765,0.708131468354491
"644","12C18O_24h_100_P14_coass_bin.33","Early Responders",72,6.99919584622662,1.74071176187212,1.13730941273767
"645","12C18O_24h_100_P14_coass_bin.33","Early Responders",168,6.99919584622662,0.88704218131692,0.564897834935527
"646","12C18O_24h_100_P16_coass_bin.16","Early Responders",3,15.9730959416538,4.98185795673153,0.439813417895935
"647","12C18O_24h_100_P16_coass_bin.16","Early Responders",24,15.9730959416538,2.0296616585956,0.594336342300703
"648","12C18O_24h_100_P16_coass_bin.16","Early Responders",48,15.9730959416538,0.341859318171949,0.652613927741112
"649","12C18O_24h_100_P16_coass_bin.16","Early Responders",72,15.9730959416538,0.0693904748175852,0.82360414691941
"650","12C18O_24h_100_P16_coass_bin.16","Early Responders",168,15.9730959416538,-0.384441879021462,0.781783751339217
"651","12C18O_48h_100_P08_coass_bin.1","Late Responders",3,40.3401397444013,0.965320260026051,0.225032917038512
"652","12C18O_48h_100_P08_coass_bin.1","Late Responders",24,40.3401397444013,2.76691266317627,0.179553402372428
"653","12C18O_48h_100_P08_coass_bin.1","Late Responders",48,40.3401397444013,3.42006766506495,0.182596448537224
"654","12C18O_48h_100_P08_coass_bin.1","Late Responders",72,40.3401397444013,3.2910894741697,0.192148569570346
"655","12C18O_48h_100_P08_coass_bin.1","Late Responders",168,40.3401397444013,3.62667615675853,0.175523660708988
"656","12C18O_48h_100_P08_coass_bin.10",NA,3,7.88553512975039,0.895611334302066,NA
"657","12C18O_48h_100_P08_coass_bin.10",NA,24,7.88553512975039,2.30581299492719,NA
"658","12C18O_48h_100_P08_coass_bin.10",NA,48,7.88553512975039,2.71657119681139,NA
"659","12C18O_48h_100_P08_coass_bin.10",NA,72,7.88553512975039,2.80647406384999,NA
"660","12C18O_48h_100_P08_coass_bin.10",NA,168,7.88553512975039,4.67238680381728,NA
"661","12C18O_48h_100_P08_coass_bin.15","Middle Responders",3,12.6339075199559,1.40473856378358,0.414694573172287
"662","12C18O_48h_100_P08_coass_bin.15","Middle Responders",24,12.6339075199559,1.45129840722259,0.439794418833513
"663","12C18O_48h_100_P08_coass_bin.15","Middle Responders",48,12.6339075199559,1.08818130189454,0.49696270157821
"664","12C18O_48h_100_P08_coass_bin.15","Middle Responders",72,12.6339075199559,0.0708831882384103,0.579314608523372
"665","12C18O_48h_100_P08_coass_bin.15","Middle Responders",168,12.6339075199559,0.69317659116445,0.385044410396103
"666","12C18O_48h_100_P08_coass_bin.18",NA,3,5.95984985976413,3.20284178360469,NA
"667","12C18O_48h_100_P08_coass_bin.18",NA,24,5.95984985976413,2.9940124839533,NA
"668","12C18O_48h_100_P08_coass_bin.18",NA,48,5.95984985976413,3.30889899948089,NA
"669","12C18O_48h_100_P08_coass_bin.18",NA,72,5.95984985976413,2.24095169366752,NA
"670","12C18O_48h_100_P08_coass_bin.18",NA,168,5.95984985976413,1.99024892839471,NA
"671","12C18O_48h_100_P08_coass_bin.19","Middle Responders",3,6.07248501780185,1.8674973258106,0.61367312810017
"672","12C18O_48h_100_P08_coass_bin.19","Middle Responders",24,6.07248501780185,3.06721770257243,0.17147329589834
"673","12C18O_48h_100_P08_coass_bin.19","Middle Responders",48,6.07248501780185,2.84387366554992,0.260089721045815
"674","12C18O_48h_100_P08_coass_bin.19","Middle Responders",72,6.07248501780185,2.50433120687948,0.433403813437785
"675","12C18O_48h_100_P08_coass_bin.19","Middle Responders",168,6.07248501780185,2.08877462148088,0.39820902216309
"676","12C18O_48h_100_P08_coass_bin.2","Early Responders",3,128.697814802684,2.87134883955417,0.435703531948285
"677","12C18O_48h_100_P08_coass_bin.2","Early Responders",24,128.697814802684,1.33797814765509,0.599202230322818
"678","12C18O_48h_100_P08_coass_bin.2","Early Responders",48,128.697814802684,0.22612429710422,0.795470731094451
"679","12C18O_48h_100_P08_coass_bin.2","Early Responders",72,128.697814802684,-0.188072631418095,0.952629122716185
"680","12C18O_48h_100_P08_coass_bin.2","Early Responders",168,128.697814802684,0.373386314828155,1.02484447177297
"681","12C18O_48h_100_P08_coass_bin.28","Middle Responders",3,7.95171191570257,3.4852174590218,0.279473439529142
"682","12C18O_48h_100_P08_coass_bin.28","Middle Responders",24,7.95171191570257,2.00053949923976,0.238767629420927
"683","12C18O_48h_100_P08_coass_bin.28","Middle Responders",48,7.95171191570257,2.12341323233432,0.221793414393855
"684","12C18O_48h_100_P08_coass_bin.28","Middle Responders",72,7.95171191570257,2.12693275362573,0.267325722800337
"685","12C18O_48h_100_P08_coass_bin.28","Middle Responders",168,7.95171191570257,2.58385155263881,0.31957624836223
"686","12C18O_48h_100_P08_coass_bin.32","Early Responders",3,8.74410900692964,4.18495888193864,0.370059718720372
"687","12C18O_48h_100_P08_coass_bin.32","Early Responders",24,8.74410900692964,3.46236624354421,0.334571719291737
"688","12C18O_48h_100_P08_coass_bin.32","Early Responders",48,8.74410900692964,3.21343333653635,0.209731296438612
"689","12C18O_48h_100_P08_coass_bin.32","Early Responders",72,8.74410900692964,2.29700046034475,0.320515545071862
"690","12C18O_48h_100_P08_coass_bin.32","Early Responders",168,8.74410900692964,1.70779070685832,0.379687514893882
"691","12C18O_48h_100_P08_coass_bin.33","Late Responders",3,8.71187884181517,3.87336196692871,0.23455925610265
"692","12C18O_48h_100_P08_coass_bin.33","Late Responders",24,8.71187884181517,3.47210874898578,0.064342448164135
"693","12C18O_48h_100_P08_coass_bin.33","Late Responders",48,8.71187884181517,2.98897743187722,0.086953555688215
"694","12C18O_48h_100_P08_coass_bin.33","Late Responders",72,8.71187884181517,2.74855965658403,0.45288223680484
"695","12C18O_48h_100_P08_coass_bin.33","Late Responders",168,8.71187884181517,3.62166344358404,0.118849769528435
"696","12C18O_48h_100_P16_coass_bin.16","Middle Responders",3,9.68686151959876,5.08293808872228,0.257545422658665
"697","12C18O_48h_100_P16_coass_bin.16","Middle Responders",24,9.68686151959876,1.25104310118819,0.673003998379577
"698","12C18O_48h_100_P16_coass_bin.16","Middle Responders",48,9.68686151959876,-0.385839407786412,0.889475618605708
"699","12C18O_48h_100_P16_coass_bin.16","Middle Responders",72,9.68686151959876,-0.579089673958434,0.697680193600396
"700","12C18O_48h_100_P16_coass_bin.16","Middle Responders",168,9.68686151959876,-0.612753329264714,0.632077228088166
"701","12C18O_48h_100_P16_coass_bin.36",NA,3,9.1414208272007,3.30043675288397,NA
"702","12C18O_48h_100_P16_coass_bin.36",NA,24,9.1414208272007,3.19413175390644,NA
"703","12C18O_48h_100_P16_coass_bin.36",NA,48,9.1414208272007,2.46664492188641,NA
"704","12C18O_48h_100_P16_coass_bin.36",NA,72,9.1414208272007,2.91935027212063,NA
"705","12C18O_48h_100_P16_coass_bin.36",NA,168,9.1414208272007,4.55081451217796,NA
"706","12C18O_72h_100_P08_coass_bin.4","Early Responders",3,32.5232896683175,5.10784116928789,0.387802668722796
"707","12C18O_72h_100_P08_coass_bin.4","Early Responders",24,32.5232896683175,2.36521673982856,0.664678593958363
"708","12C18O_72h_100_P08_coass_bin.4","Early Responders",48,32.5232896683175,0.933882008213431,0.65984323951886
"709","12C18O_72h_100_P08_coass_bin.4","Early Responders",72,32.5232896683175,0.0231878126297245,0.402426090695007
"710","12C18O_72h_100_P08_coass_bin.4","Early Responders",168,32.5232896683175,0.571648973414307,0.414297366665574
"711","12C18O_72h_100_P08_coass_bin.5","Middle Responders",3,18.3979728689787,1.30307260458321,NA
"712","12C18O_72h_100_P08_coass_bin.5","Middle Responders",24,18.3979728689787,0.319570315866422,NA
"713","12C18O_72h_100_P08_coass_bin.5","Middle Responders",48,18.3979728689787,-0.184921288281971,NA
"714","12C18O_72h_100_P08_coass_bin.5","Middle Responders",72,18.3979728689787,-0.617307080891561,NA
"715","12C18O_72h_100_P08_coass_bin.5","Middle Responders",168,18.3979728689787,-1.0091807902075,NA
"716","12C18O_72h_100_P16_coass_bin.23",NA,3,5.39755586975307,-2.68511904641435,NA
"717","12C18O_72h_100_P16_coass_bin.23",NA,24,5.39755586975307,-0.834772887810617,NA
"718","12C18O_72h_100_P16_coass_bin.23",NA,48,5.39755586975307,0.681875719258819,NA
"719","12C18O_72h_100_P16_coass_bin.23",NA,72,5.39755586975307,1.44766439441375,NA
"720","12C18O_72h_100_P16_coass_bin.23",NA,168,5.39755586975307,2.33018840077778,NA
"721","H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10","Middle Responders",3,16.2116113273649,2.66852153650611,0.193368662747264
"722","H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10","Middle Responders",24,16.2116113273649,4.11058752699339,0.245960410719056
"723","H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10","Middle Responders",48,16.2116113273649,4.70287359441502,0.24690226760834
"724","H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10","Middle Responders",72,16.2116113273649,4.25792606652347,0.260533898379547
"725","H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10","Middle Responders",168,16.2116113273649,1.60313418987318,0.325434623917399
"726","H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16","Middle Responders",3,8.98531559226269,3.40039978597152,0.748945460996505
"727","H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16","Middle Responders",24,8.98531559226269,4.12915148404094,0.171711907014042
"728","H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16","Middle Responders",48,8.98531559226269,3.0210156209673,0.166957324897118
"729","H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16","Middle Responders",72,8.98531559226269,2.61117420709692,0.064840425912037
"730","H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16","Middle Responders",168,8.98531559226269,2.42347163523671,0.642795532381077
"731","H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20","Middle Responders",3,13.7296991790995,0.918782304676105,NA
"732","H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20","Middle Responders",24,13.7296991790995,1.65366827038763,NA
"733","H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20","Middle Responders",48,13.7296991790995,1.58633336139996,NA
"734","H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20","Middle Responders",72,13.7296991790995,1.18328154352349,NA
"735","H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20","Middle Responders",168,13.7296991790995,1.08515597343881,NA
"736","H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17","Middle Responders",3,7.56345453442083,2.87367599580211,NA
"737","H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17","Middle Responders",24,7.56345453442083,2.6368625694058,NA
"738","H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17","Middle Responders",48,7.56345453442083,3.18239316909441,NA
"739","H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17","Middle Responders",72,7.56345453442083,2.89873720195769,NA
"740","H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17","Middle Responders",168,7.56345453442083,1.2085760128365,NA
"741","H1-16-all-fractions_metab_conc_65.Bacteria_66_15","Middle Responders",3,8.40456981970401,3.2157180644606,0.347971699784748
"742","H1-16-all-fractions_metab_conc_65.Bacteria_66_15","Middle Responders",24,8.40456981970401,3.12572287394153,0.244793836550054
"743","H1-16-all-fractions_metab_conc_65.Bacteria_66_15","Middle Responders",48,8.40456981970401,3.21115516428582,0.249729976232756
"744","H1-16-all-fractions_metab_conc_65.Bacteria_66_15","Middle Responders",72,8.40456981970401,2.14019367172006,0.297336068291392
"745","H1-16-all-fractions_metab_conc_65.Bacteria_66_15","Middle Responders",168,8.40456981970401,2.28963520703217,0.313705670074925
"746","H1-18-all-fractions_conc_108.Bacteria_69_11","Middle Responders",3,9.56673890789099,2.94951473913135,NA
"747","H1-18-all-fractions_conc_108.Bacteria_69_11","Middle Responders",24,9.56673890789099,3.17529901909062,NA
"748","H1-18-all-fractions_conc_108.Bacteria_69_11","Middle Responders",48,9.56673890789099,4.68895124348678,NA
"749","H1-18-all-fractions_conc_108.Bacteria_69_11","Middle Responders",72,9.56673890789099,2.45454071885516,NA
"750","H1-18-all-fractions_conc_108.Bacteria_69_11","Middle Responders",168,9.56673890789099,2.45118623561097,NA
"751","H1-18-all-fractions_conc_125.Pseudonocardiales_71_10","Sensitive",3,17.8941344091564,-0.596004920915359,0.279229258403007
"752","H1-18-all-fractions_conc_125.Pseudonocardiales_71_10","Sensitive",24,17.8941344091564,-0.696964513503359,0.241185105817451
"753","H1-18-all-fractions_conc_125.Pseudonocardiales_71_10","Sensitive",48,17.8941344091564,-1.94132082522248,0.292375292363254
"754","H1-18-all-fractions_conc_125.Pseudonocardiales_71_10","Sensitive",72,17.8941344091564,-1.86508324585334,0.197797788653216
"755","H1-18-all-fractions_conc_125.Pseudonocardiales_71_10","Sensitive",168,17.8941344091564,-2.47071439461744,0.307558017092202
"756","H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16","Middle Responders",3,11.1132573448227,3.81922718247908,0.321684711398836
"757","H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16","Middle Responders",24,11.1132573448227,3.22795776434327,0.601606820527737
"758","H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16","Middle Responders",48,11.1132573448227,3.08385887480764,0.599568780216173
"759","H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16","Middle Responders",72,11.1132573448227,2.50319188478781,0.578622436697038
"760","H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16","Middle Responders",168,11.1132573448227,1.52852108037733,0.913538384676001
"761","H1-18-all-fractions_conc_3.Bacteria_68_14",NA,3,8.65663733604554,1.96507345603639,NA
"762","H1-18-all-fractions_conc_3.Bacteria_68_14",NA,24,8.65663733604554,3.09402646161918,NA
"763","H1-18-all-fractions_conc_3.Bacteria_68_14",NA,48,8.65663733604554,3.01982659198176,NA
"764","H1-18-all-fractions_conc_3.Bacteria_68_14",NA,72,8.65663733604554,2.10291769805031,NA
"765","H1-18-all-fractions_conc_3.Bacteria_68_14",NA,168,8.65663733604554,2.01310459977429,NA
"766","H1-18-all-fractions_conc_53.Chloroflexi_64_10","Sensitive",3,8.41786457470517,-4.15940541424675,2.34315151073198
"767","H1-18-all-fractions_conc_53.Chloroflexi_64_10","Sensitive",24,8.41786457470517,0.04056143307261,1.52278121699671
"768","H1-18-all-fractions_conc_53.Chloroflexi_64_10","Sensitive",48,8.41786457470517,0.986963788697908,1.46840274038732
"769","H1-18-all-fractions_conc_53.Chloroflexi_64_10","Sensitive",72,8.41786457470517,0.504778601870341,1.343947656493
"770","H1-18-all-fractions_conc_53.Chloroflexi_64_10","Sensitive",168,8.41786457470517,0.636539218408043,1.41357299729174
"771","H1-18-all-fractions_conc_55.Burkholderiales_64_14","Middle Responders",3,9.75327906129984,0.0918721216118438,NA
"772","H1-18-all-fractions_conc_55.Burkholderiales_64_14","Middle Responders",24,9.75327906129984,1.34542270571591,NA
"773","H1-18-all-fractions_conc_55.Burkholderiales_64_14","Middle Responders",48,9.75327906129984,1.96731250099173,NA
"774","H1-18-all-fractions_conc_55.Burkholderiales_64_14","Middle Responders",72,9.75327906129984,1.5689165880014,NA
"775","H1-18-all-fractions_conc_55.Burkholderiales_64_14","Middle Responders",168,9.75327906129984,-0.464920378477218,NA
"776","H1-18-all-fractions_conc_96.Pseudonocardiales_70_16","Sensitive",3,28.96746103703,0.824715285301333,0.198925193752827
